7323
34.98300013,63.13329964
34.5167011,65.25000063
31.58299802,64.35999955
31.11200108,61.88699752
32.63329815,65.86669865
32.85000016,68.41670453
34.86600004,71.15000459
36.72999904,69.54000364
35.01669608,69.33330065
34.65000001,70.16670052
33.9667021,68.96670354
36.26100015,68.04000051
34.45000209,68.79999663
34.48676963,62.59177608
36.65798077,65.73830237
35.95107302,68.70111894
36.75011985,66.89973018
35.93022158,64.77009273
36.93165916,65.10149369
32.11226341,66.8867594
33.56331179,68.41782873
37.12976076,70.57924719
36.72795066,68.87252966
34.44152692,70.43610347
35.01826174,69.16791215
33.60005373,69.21462764
34.82106447,67.52103593
36.13933026,68.69925858
32.39172955,62.09681921
34.33000917,62.16999304
36.69999371,67.10002803
31.61002016,65.69494584
34.51669029,69.18326005
60.09699618,19.94900447
41.51899817,19.79700359
40.73000402,19.5730026
40.94000113,19.71600348
42.03330302,19.88330448
42.33330007,20.08330257
42.08300107,20.43399653
39.87700212,19.99999859
40.33330213,20.68329651
40.89999612,20.66400062
40.61667601,20.76666353
40.70999705,19.97199958
40.51670403,20.23329663
40.86669601,20.19999652
41.20000211,20.3667036
40.2832981,20.03329854
40.23399605,20.35199756
40.07899809,20.14900256
41.6833021,20.43330349
41.62599908,20.01600053
41.78799914,19.65400254
41.78330106,19.81670459
40.47736005,19.49823075
41.12150677,20.08382808
41.3177997,19.44820797
42.06845156,19.51884965
41.32754071,19.81888301
36.82199703,5.76600356
36.80000111,4.033332556
36.05900401,4.629996466
35.7000031,4.545000584
36.46600213,7.427997486
35.84999715,7.149996522
29.23652163,0.269998737
35.19034426,-0.639971559
34.89041424,-1.32000757
32.04926984,-1.251381268
31.01708478,-2.733306317
32.76041506,-0.579949383
36.88042198,6.899981647
24.5529057,9.482252969
28.0503408,9.550000772
23.69394004,5.164738727
33.6903583,1.009953571
33.37040367,6.859984089
31.70234011,6.054451862
36.17041363,1.319960489
35.40040895,0.14003251
35.940376,0.089983885
34.84039146,0.14003251
35.38043601,1.319960489
36.76037762,5.070015827
36.4203467,2.829997517
36.38047833,3.900009724
36.27040753,2.770001179
36.29038047,7.949995075
35.41043418,8.120010537
27.86999005,-0.289967083
26.69998395,0.166645873
31.61110537,-2.230003704
27.67418805,-8.147782025
26.48335634,8.466604369
25.2799931,3.749993041
27.21664492,2.466608845
30.56662132,2.883327595
33.80998924,2.880020303
33.0999809,6.05998124
31.96997235,5.340025186
34.85997683,5.73002722
34.67998781,3.250023558
36.18002545,5.399969847
35.56995933,6.170000365
36.92000612,7.759980834
36.35998863,6.599948281
35.71000246,-0.61997278
22.78500327,5.522804727
32.48999229,3.669997923
36.7630648,3.05055253
-14.2766105,-170.7066451
42.50000144,1.516485961
-18.01953449,21.42999914
-8.419603659,20.74001542
-9.4195943,18.43002722
-9.659579652,20.39001094
